instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
5992193,23407,LIQUIDADD,DSPAMC - LIQUIDADD,0,,0,0.01,1,EQ,NSE,NSE
6010881,23480,SINCLAIR,SINCLAIRS HOTELS,0,,0,0.01,1,EQ,NSE,NSE
6013185,23489,BHARTIHEXA,BHARTI HEXACOM,0,,0,0.05,1,EQ,NSE,NSE
6019073,23512,TARACHAND,TARA CHAND INFRA SOLN,0,,0,0.01,1,EQ,NSE,NSE
6029569,23553,AIIL,AUTHUM INVEST & INFRA,0,,0,0.05,1,EQ,NSE,NSE
6039041,23590,GLOSTERLTD,GLOSTER,0,,0,0.05,1,EQ,NSE,NSE
6043393,23607,BALUFORGE,BALU FORGE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
6046977,23621,JNKINDIA,JNK INDIA,0,,0,0.05,1,EQ,NSE,NSE
6054401,23650,MUTHOOTFIN,MUTHOOT FINANCE,0,,0,0.05,1,EQ,NSE,NSE
6065409,23693,INDGN,INDEGENE,0,,0,0.05,1,EQ,NSE,NSE
6074625,23729,AADHARHFC,AADHAR HOUSING FINANCE L,0,,0,0.05,1,EQ,NSE,NSE
6077441,23740,TBOTEK,TBO TEK,0,,0,0.05,1,EQ,NSE,NSE
6092545,23799,GODIGIT,GO DIGIT GENERAL INS,0,,0,0.05,1,EQ,NSE,NSE
6094337,23806,ABSLPSE,BIRLASLAMC-ABSLPSE,0,,0,0.01,1,EQ,NSE,NSE
6106881,23855,MIDSMALL,MIRAEAMC - MIDSMALL,0,,0,0.01,1,EQ,NSE,NSE
6109185,23864,AWFIS,AWFIS SPACE SOLUTIONS,0,,0,0.05,1,EQ,NSE,NSE
6147585,24014,BOROSCI,BOROSIL SCIENTIFIC,0,,0,0.01,1,EQ,NSE,NSE
6150401,24025,KRONOX,KRONOX LAB SCIENCES,0,,0,0.01,1,EQ,NSE,NSE
6161153,24067,IXIGO,LE TRAVENUES TECHNOLOGY L,0,,0,0.01,1,EQ,NSE,NSE
6163713,24077,MID150CASE,ZERODHAAMC - MID150CASE,0,,0,0.01,1,EQ,NSE,NSE
6164737,24081,TOP100CASE,ZERODHAAMC - TOP100CASE,0,,0,0.01,1,EQ,NSE,NSE
6181121,24145,RETAIL,JHS SVENDGAARD RETAIL V L,0,,0,0.01,1,EQ,NSE,NSE
6183425,24154,DEEDEV,DEE DEVELOPMENT ENG,0,,0,0.05,1,EQ,NSE,NSE
6184705,24159,AFIL,AKME FINTRADE (INDIA),0,,0,0.01,1,EQ,NSE,NSE
6191105,24184,PIIND,PI INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
6192641,24190,SYMPHONY,SYMPHONY,0,,0,0.05,1,EQ,NSE,NSE
6194177,24196,VADILALIND,VADILAL INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
6201601,24225,RELAXO,RELAXO FOOT,0,,0,0.05,1,EQ,NSE,NSE
6201857,24226,STANLEY,STANLEY LIFESTYLES,0,,0,0.05,1,EQ,NSE,NSE
6203137,24231,OMINFRAL,OM INFRA,0,,0,0.01,1,EQ,NSE,NSE
6211841,24265,ESTER,ESTER INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
6218753,24292,VSTTILLERS,VST TILLERS TRACTORS,0,,0,0.05,1,EQ,NSE,NSE
6222849,24308,ABDL,ALLIED BLEND N DISTILS L,0,,0,0.05,1,EQ,NSE,NSE
6226177,24321,VRAJ,VRAJ IRON AND STEEL,0,,0,0.01,1,EQ,NSE,NSE
6237697,24366,SBISILVER,SBIAMC - SBISILVER,0,,0,0.01,1,EQ,NSE,NSE
6239745,24374,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,0,,0,0.01,1,EQ,NSE,NSE
6240769,24378,RELIABLE,RELIABLE DATA SERVICE,0,,0,0.01,1,EQ,NSE,NSE
6242561,24385,KARMAENG,KARMA ENERGY,0,,0,0.01,1,EQ,NSE,NSE
6242817,24386,BANSALWIRE,BANSAL WIRE INDUSTRIES L,0,,0,0.05,1,EQ,NSE,NSE
6245889,24398,EMCURE,EMCURE PHARMACEUTICALS L,0,,0,0.05,1,EQ,NSE,NSE
6247169,24403,ASHIANA,ASHIANA HOUSING,0,,0,0.05,1,EQ,NSE,NSE
6247425,24404,ABGSEC,BIRLASLAMC - ABGSEC,0,,0,0.01,1,EQ,NSE,NSE
6248705,24409,DHANUKA,DHANUKA AGRITECH,0,,0,0.05,1,EQ,NSE,NSE
6257921,24445,AGIIL,AGI INFRA,0,,0,0.05,1,EQ,NSE,NSE
6262017,24461,EVINDIA,MIRAEAMC - EVINDIA,0,,0,0.01,1,EQ,NSE,NSE
6280193,24532,FILATEX,FILATEX INDIA,0,,0,0.01,1,EQ,NSE,NSE
6281729,24538,MAITHANALL,MAITHAN ALLOYS,0,,0,0.05,1,EQ,NSE,NSE
6292993,24582,SANSTAR,SANSTAR,0,,0,0.01,1,EQ,NSE,NSE
6296321,24595,RUSHIL,RUSHIL DECOR,0,,0,0.01,1,EQ,NSE,NSE
6296577,24596,RELTD,RAVINDRA ENERGY,0,,0,0.01,1,EQ,NSE,NSE
6300161,24610,AVANTEL,AVANTEL,0,,0,0.01,1,EQ,NSE,NSE
6327041,24715,AKUMS,AKUMS DRUGS AND PHARMA L,0,,0,0.05,1,EQ,NSE,NSE
6330881,24730,RUBFILA,RUBFILA INTERNATIONAL,0,,0,0.01,1,EQ,NSE,NSE
6332161,24735,RPEL,RAGHAV PRODUCTIVITY ENH L,0,,0,0.05,1,EQ,NSE,NSE
6333953,24742,CEIGALL,CEIGALL INDIA,0,,0,0.05,1,EQ,NSE,NSE
6342913,24777,OLAELEC,OLA ELECTRIC MOBILITY,0,,0,0.01,1,EQ,NSE,NSE
6348289,24798,GROWWEV,GROWWAMC - GROWWEV,0,,0,0.01,1,EQ,NSE,NSE
6351105,24809,UNIECOM,UNICOMMERCE ESOLUTIONS L,0,,0,0.01,1,EQ,NSE,NSE
6352385,24814,FIRSTCRY,BRAINBEES SOLUTIONS,0,,0,0.05,1,EQ,NSE,NSE
6354689,24823,MANCREDIT,MANGAL CREDIT N FINCORP L,0,,0,0.01,1,EQ,NSE,NSE
6360833,24847,GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,0,,0,0.01,1,EQ,NSE,NSE
6361857,24851,SUYOG,SUYOG TELEMATICS,0,,0,0.05,1,EQ,NSE,NSE
6363137,24856,SSDL,SARASWATI SAREE DEPOT,0,,0,0.01,1,EQ,NSE,NSE
6366721,24870,INVENTURE,INVENTURE GRO & SEC,0,,0,0.01,1,EQ,NSE,NSE
6376705,24909,INTERARCH,INTERARCH BUILDING PROD L,0,,0,0.05,1,EQ,NSE,NSE
6385665,24944,MODEFENCE,MOTILALAMC - MODEFENCE,0,,0,0.01,1,EQ,NSE,NSE
6386689,24948,LTF,L&T FINANCE,0,,0,0.01,1,EQ,NSE,NSE
6390017,24961,ORIENTTECH,ORIENT TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
6392065,24969,WINDMACHIN,WINDSOR MACHINES,0,,0,0.05,1,EQ,NSE,NSE
6404353,25017,BODALCHEM,BODAL CHEMICALS,0,,0,0.01,1,EQ,NSE,NSE
6412545,25049,PREMIERENE,PREMIER ENERGIES,0,,0,0.05,1,EQ,NSE,NSE
6415361,25060,ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,0,,0,0.05,1,EQ,NSE,NSE
6418689,25073,RAYMONDLSL,RAYMOND LIFESTYLE,0,,0,0.05,1,EQ,NSE,NSE
6420481,25080,MULTICAP,MIRAEAMC - MULTICAP,0,,0,0.01,1,EQ,NSE,NSE
6422529,25088,ASAHISONG,ASAHI SONGWON COLOR,0,,0,0.05,1,EQ,NSE,NSE
6429185,25114,STYLEBAAZA,BAAZAR STYLE RETAIL,0,,0,0.05,1,EQ,NSE,NSE
6434305,25134,GALAPREC,GALA PRECISION ENG,0,,0,0.05,1,EQ,NSE,NSE
6441473,25162,EUREKAFORB,EUREKA FORBES,0,,0,0.05,1,EQ,NSE,NSE
6443777,25171,TOP10ADD,DSPAMC - TOP10ADD,0,,0,0.01,1,EQ,NSE,NSE
6445569,25178,TDPOWERSYS,TD POWER SYSTEMS,0,,0,0.05,1,EQ,NSE,NSE
6451969,25203,BALAJEE,SHREE TIRUPATI BALAJEE L,0,,0,0.01,1,EQ,NSE,NSE
6456833,25222,SANOFICONR,SANOFI CONS HEALTHC IND L,0,,0,0.05,1,EQ,NSE,NSE
6460161,25235,XTGLOBAL,XTGLOBAL INFOTECH,0,,0,0.01,1,EQ,NSE,NSE
6464513,25252,KROSS,KROSS,0,,0,0.01,1,EQ,NSE,NSE
6467073,25262,TOLINS,TOLINS TYRES,0,,0,0.01,1,EQ,NSE,NSE
6469121,25270,BAJAJHFL,BAJAJ HOUSING FINANCE,0,,0,0.01,1,EQ,NSE,NSE
6479873,25312,PNGJL,P N GADGIL JEWELLERS,0,,0,0.05,1,EQ,NSE,NSE
6483969,25328,APLLTD,ALEMBIC PHARMA,0,,0,0.05,1,EQ,NSE,NSE
6487041,25340,VASWANI,VASWANI IND,0,,0,0.01,1,EQ,NSE,NSE
6491649,25358,PGEL,PG ELECTROPLAST,0,,0,0.05,1,EQ,NSE,NSE
6500353,25392,PANAMAPET,PANAMA PETROCHEM,0,,0,0.05,1,EQ,NSE,NSE
6501889,25398,ARKADE,ARKADE DEVELOPERS,0,,0,0.01,1,EQ,NSE,NSE
6503169,25403,WCIL,WESTERN CARRIERS (IND) L,0,,0,0.01,1,EQ,NSE,NSE
6509057,25426,NORTHARC,NORTHERN ARC CAPITAL,0,,0,0.01,1,EQ,NSE,NSE
6514433,25447,GROWWLIQID,GROWWAMC - GROWWLIQID,0,,0,0.01,1,EQ,NSE,NSE
6519809,25468,PAISALO,PAISALO DIGITAL,0,,0,0.01,1,EQ,NSE,NSE
6525953,25492,ONELIFECAP,ONELIFE CAP ADVISORS,0,,0,0.01,1,EQ,NSE,NSE
6549505,25584,TRITURBINE,TRIVENI TURBINE,0,,0,0.05,1,EQ,NSE,NSE
6552833,25597,MANBA,MANBA FINANCE,0,,0,0.01,1,EQ,NSE,NSE
6555137,25606,MOMENTUM50,MOTILALAMC - MOMENTUM50,0,,0,0.01,1,EQ,NSE,NSE
6560257,25626,UYFINCORP,U. Y. FINCORP,0,,0,0.01,1,EQ,NSE,NSE
6564609,25643,KRN,KRN HEAT EXCHANGE N REF L,0,,0,0.05,1,EQ,NSE,NSE
6572033,25672,DIFFNKG,DIFFUSION ENGINEERS,0,,0,0.05,1,EQ,NSE,NSE
6575105,25684,JISLDVREQS,JAIN DVR EQUITY SHARES,0,,0,0.01,1,EQ,NSE,NSE
6576641,25690,DSSL,DYNACONS SYS & SOLN,0,,0,0.05,1,EQ,NSE,NSE
6583809,25718,POLYMED,POLY MEDICURE,0,,0,0.05,1,EQ,NSE,NSE
6585345,25724,RUPA,RUPA & COMPANY,0,,0,0.01,1,EQ,NSE,NSE
6585601,25725,BANKPSU,MIRAEAMC - BANKPSU,0,,0,0.01,1,EQ,NSE,NSE
6590465,25744,METAL,MIRAEAMC - METAL,0,,0,0.01,1,EQ,NSE,NSE
6593537,25756,VIKASECO,VIKAS ECOTECH,0,,0,0.01,1,EQ,NSE,NSE
6594049,25758,GROWWDEFNC,GROWWAMC - GROWWDEFNC,0,,0,0.01,1,EQ,NSE,NSE
6599681,25780,APLAPOLLO,APL APOLLO TUBES,0,,0,0.05,1,EQ,NSE,NSE
6601217,25786,KANANIIND,KANANI INDUSTRIES,0,,0,0.01,1,EQ,NSE,NSE
6604801,25800,GARUDA,GARUDA CONSTRUCT N ENG L,0,,0,0.01,1,EQ,NSE,NSE
6606593,25807,LLOYDSENT,LLOYDS ENTERPRISES,0,,0,0.01,1,EQ,NSE,NSE
6613761,25835,VINCOFE,VINTAGE COFFEE N BVRGS L,0,,0,0.01,1,EQ,NSE,NSE
6616065,25844,HYUNDAI,HYUNDAI MOTOR INDIA,0,,0,0.05,1,EQ,NSE,NSE
6618881,25855,AFFORDABLE,AFFORD ROBO & AUTO,0,,0,0.05,1,EQ,NSE,NSE
6623233,25872,GROWWGOLD,GROWWAMC - GROWWGOLD,0,,0,0.01,1,EQ,NSE,NSE
6628353,25892,DBEIL,DEEPAK BUILDERS & ENG I L,0,,0,0.01,1,EQ,NSE,NSE
6629633,25897,MINDACORP,MINDA CORPORATION,0,,0,0.05,1,EQ,NSE,NSE
6632193,25907,WAAREEENER,WAAREE ENERGIES,0,,0,0.05,1,EQ,NSE,NSE
6635009,25918,OCCLLTD,OCCL,0,,0,0.01,1,EQ,NSE,NSE
6640897,25941,GODAVARIB,GODAVARI BIOREFINERIES L,0,,0,0.05,1,EQ,NSE,NSE
6650113,25977,AFCONS,AFCONS INFRASTRUCTURE,0,,0,0.05,1,EQ,NSE,NSE
6651905,25984,AVL,ADITYA VISION,0,,0,0.05,1,EQ,NSE,NSE
6654977,25996,EMULTIMQ,EDELAMC - EMULTIMQ,0,,0,0.01,1,EQ,NSE,NSE
6914049,27008,HEXATRADEX,HEXA TRADEX,0,,0,0.05,1,EQ,NSE,NSE
6921473,27037,TBZ,TRIB BHIMJI ZAVERI,0,,0,0.01,1,EQ,NSE,NSE
6924033,27047,MASTERTR,MASTER TRUST,0,,0,0.01,1,EQ,NSE,NSE
6925313,27052,SAGILITY,SAGILITY INDIA,0,,0,0.01,1,EQ,NSE,NSE
6927617,27061,ACMESOLAR,ACME SOLAR HOLDINGS,0,,0,0.01,1,EQ,NSE,NSE
6928897,27066,SWIGGY,SWIGGY,0,,0,0.05,1,EQ,NSE,NSE
6929153,27067,VSSL,VARDHMAN SPC STEEL,0,,0,0.01,1,EQ,NSE,NSE
6931201,27075,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,0,,0,0.01,1,EQ,NSE,NSE
6932225,27079,KPEL,K.P. ENERGY,0,,0,0.05,1,EQ,NSE,NSE
6933505,27084,KMEW,KNOWLEDGE MARINE & EN W L,0,,0,0.05,1,EQ,NSE,NSE
6936321,27095,SWANENERGY,SWAN ENERGY,0,,0,0.05,1,EQ,NSE,NSE
6936833,27097,NIVABUPA,NIVA BUPA HEALTH INS CO L,0,,0,0.01,1,EQ,NSE,NSE
6939393,27107,SPECIALITY,SPECIALITY REST,0,,0,0.01,1,EQ,NSE,NSE
6948865,27144,BLACKBUCK,ZINKA LOGISTICS SOL,0,,0,0.05,1,EQ,NSE,NSE
6955777,27171,RACLGEAR,RACL GEARTECH,0,,0,0.05,1,EQ,NSE,NSE
6957057,27176,NTPCGREEN,NTPC GREEN ENERGY,0,,0,0.01,1,EQ,NSE,NSE
6966529,27213,EIEL,ENVIRO INFRA ENGINEERS L,0,,0,0.05,1,EQ,NSE,NSE
6988033,27297,RTNINDIA,RATTANINDIA ENT,0,,0,0.01,1,EQ,NSE,NSE
6997505,27334,SURAKSHA,SURAKSHA DIAGNOSTIC,0,,0,0.05,1,EQ,NSE,NSE
7002369,27353,ROSSTECH,ROSSELL TECHSYS,0,,0,0.05,1,EQ,NSE,NSE
7105025,27754,INNOVANA,INNOVANA THINKLABS,0,,0,0.05,1,EQ,NSE,NSE
7126785,27839,SAILIFE,SAI LIFE SCIENCES,0,,0,0.05,1,EQ,NSE,NSE
7160065,27969,VMM,VISHAL MEGA MART,0,,0,0.01,1,EQ,NSE,NSE
7179777,28046,MOBIKWIK,ONE MOBIKWIK SYSTEMS,0,,0,0.05,1,EQ,NSE,NSE
7200001,28125,IKS,INVENTURUS KNOWLEDGE SO L,0,,0,0.05,1,EQ,NSE,NSE
7248385,28314,ANUHPHR,ANUH PHARMA,0,,0,0.01,1,EQ,NSE,NSE
7264769,28378,IGIL,INTERNATIO GEMM INS (I) L,0,,0,0.05,1,EQ,NSE,NSE
7337473,28662,DAMCAPITAL,DAM CAPITAL ADVISORS,0,,0,0.05,1,EQ,NSE,NSE
7350785,28714,TRANSRAILL,TRANSRAIL LIGHTING,0,,0,0.05,1,EQ,NSE,NSE
7363585,28764,CEWATER,CONCORD ENVIRO SYSTEMS L,0,,0,0.05,1,EQ,NSE,NSE
7374081,28805,SANATHAN,SANATHAN TEXTILES,0,,0,0.05,1,EQ,NSE,NSE
7384833,28847,VENTIVE,VENTIVE HOSPITALITY,0,,0,0.05,1,EQ,NSE,NSE
7393025,28879,CARRARO,CARRARO INDIA,0,,0,0.05,1,EQ,NSE,NSE
7395329,28888,SENORES,SENORES PHARMACEUTICALS L,0,,0,0.05,1,EQ,NSE,NSE
7399937,28906,MAYURUNIQ,MAYUR UNIQUOTERS,0,,0,0.05,1,EQ,NSE,NSE
7411713,28952,DUCON,DUCON INFRATECHNOLOGIES L,0,,0,0.01,1,EQ,NSE,NSE
7413761,28960,UNIMECH,UNIMECH AEROSPACE N MFG L,0,,0,0.05,1,EQ,NSE,NSE
7416065,28969,CONSUMER,MIRAEAMC - CONSUMER,0,,0,0.01,1,EQ,NSE,NSE
7426049,29008,TVSHLTD,TVS HOLDINGS,0,,0,0.05,1,EQ,NSE,NSE
7428865,29019,ECAPINSURE,EDELAMC - ECAPINSURE,0,,0,0.01,1,EQ,NSE,NSE
7430401,29025,INDOFARM,INDO FARM EQUIPMENT,0,,0,0.01,1,EQ,NSE,NSE
7436801,29050,ZUARI,ZUARI AGRO CHEMICALS,0,,0,0.01,1,EQ,NSE,NSE
7452929,29113,CARERATING,CARE RATINGS,0,,0,0.05,1,EQ,NSE,NSE
7455745,29124,PCJEWELLER,PC JEWELLER,0,,0,0.01,1,EQ,NSE,NSE
7458561,29135,INDUSTOWER,INDUS TOWERS,0,,0,0.05,1,EQ,NSE,NSE
7496705,29284,VMART,VMART RETAIL,0,,0,0.05,1,EQ,NSE,NSE
7577089,29598,REPCOHOME,REPCO HOME FINANCE,0,,0,0.05,1,EQ,NSE,NSE
7648513,29877,VIVIDHA,VISAGAR POLYTEX,0,,0,0.01,1,EQ,NSE,NSE
7670273,29962,JUSTDIAL,JUSTDIAL,0,,0,0.05,1,EQ,NSE,NSE
7685889,30023,ATULAUTO,ATUL AUTO,0,,0,0.05,1,EQ,NSE,NSE
7702785,30089,ORIENTCEM,ORIENT CEMENT,0,,0,0.05,1,EQ,NSE,NSE
7707649,30108,ABFRL,ADITYA BIRLA FASHION & RT,0,,0,0.05,1,EQ,NSE,NSE
7712001,30125,SAMMAANCAP,SAMMAAN CAPITAL,0,,0,0.01,1,EQ,NSE,NSE
7893761,30835,PILITA,PIL ITALICA LIFESTYLE,0,,0,0.01,1,EQ,NSE,NSE
7963393,31107,DBSTOCKBRO,DB (INT) STOCK BROKERS,0,,0,0.01,1,EQ,NSE,NSE
7971329,31138,COMPUSOFT,COMPUCOM SOFTWARE,0,,0,0.01,1,EQ,NSE,NSE
7977729,31163,RHIM,RHI MAGNESITA INDIA,0,,0,0.05,1,EQ,NSE,NSE
7982337,31181,MCX,MULTI COMMODITY EXCHANGE,0,,0,0.05,1,EQ,NSE,NSE
7995905,31234,SCHNEIDER,SCHNEIDER ELECTRIC INFRA,0,,0,0.05,1,EQ,NSE,NSE
8002049,31258,NDL,NANDAN DENIM,0,,0,0.01,1,EQ,NSE,NSE
8042241,31415,NBCC,NBCC (INDIA),0,,0,0.01,1,EQ,NSE,NSE
8055809,31468,LYPSAGEMS,LYPSA GEMS & JEWEL,0,,0,0.01,1,EQ,NSE,NSE
8065793,31507,JPOLYINVST,JIND POL INV & FIN CO,0,,0,0.05,1,EQ,NSE,NSE
8150273,31837,SREEL,SREELEATHERS,0,,0,0.05,1,EQ,NSE,NSE
